"LWM01","","","","","","","",""
"Spot","176Yb/177Hf","176Lu/177Hf","176Hf/177Hf","2s","εHf(t)","TDM1(Ma)","TDM2(Ma)","fLu/Hf"
"1","0027346","0000793","0282007","0000028","-225","1744","2663","-098"
"2","0036873","0001103","0282001","0000035","-228","1766","2678","-097"
"3","0048876","0001308","0282002","0000020","-228","1775","2679","-096"
"4","0018427","0000554","0282008","0000063","-225","1731","2659","-098"
"5","0054608","0001572","0282001","0000036","-228","1788","2682","-095"
"6","0036305","0001061","0282001","0000026","-228","1764","2677","-097"
"7","0036916","0001040","0282003","0000021","-227","1761","2674","-097"
"8","0068892","0001927","0282004","0000040","-228","1801","2679","-094"
"9","0023998","0000726","0282013","0000041","-223","1732","2649","-098"
"10","0060865","0001697","0282013","0000033","-224","1777","2656","-095"
"11","0017414","0000502","0282001","0000022","-227","1738","2673","-098"
"12","0046212","0001307","0282002","0000029","-228","1775","2678","-096"
"13","0044853","0001340","0282005","0000042","-227","1772","2672","-096"
"14","0044956","0001319","0282002","0000028","-228","1775","2679","-096"
"15","0017467","0000467","0282003","0000020","-226","1734","2669","-099"
"16","0056231","0001475","0282002","0000025","-228","1783","2680","-096"
"&#8211;","","","","","","","",""
"WJZ03","","","","","","","",""
"Spot","176Yb/177Hf","176Lu/177Hf","176Hf/177Hf","2s","εHf(t)","TDM1(Ma)","TDM2(Ma)","fLu/Hf"
"1","0056223","0001564","0282022","0000026","-239","1758","2686","-095"
"2","0058063","0001597","0282033","0000028","-235","1744","2661","-095"
"3","0042811","0001205","0282032","0000022","-236","1728","2663","-096"
"4","0043577","0001298","0282022","0000040","-239","1746","2685","-096"
"5","0055136","0001480","0282013","0000026","-242","1766","2705","-096"
"6","0036298","0000977","0282029","0000036","-237","1721","2668","-097"
"7","0044768","0001284","0282011","0000028","-243","1761","2710","-096"
"8","0053141","0001498","0282026","0000034","-238","1750","2678","-095"
"9","0054477","0001415","0282036","0000022","-234","1732","2655","-096"
"10","0037234","0000992","0282039","0000022","-233","1709","2647","-097"
"11","0047833","0001387","0282011","0000024","-243","1766","2710","-096"
"12","0045224","0001317","0282028","0000029","-237","1739","2673","-096"
"13","0027634","0000771","0282020","0000023","-239","1724","2687","-098"
"14","0038287","0001160","0282039","0000024","-233","1716","2647","-097"
"15","0040082","0001053","0282036","0000024","-234","1716","2654","-097"
"16","0055065","0001477","0282035","0000026","-235","1736","2657","-096"
"&#8211;","","","","","","","",""
"MJZ02","","","","","","","",""
"Spot","176Yb/177Hf","176Lu/177Hf","176Hf/177Hf","2s","εHf(t)","TDM1(Ma)","TDM2(Ma)","fLu/Hf"
"1","0072442","0002053","0282447","0000019","-87","1172","1738","-094"
"2","0056303","0001735","0282441","0000020","-89","1170","1749","-095"
"3","0051207","0001744","0282445","0000058","-87","1165","1740","-095"
"4","0069735","0002062","0282443","0000019","-88","1178","1745","-094"
"5","0023131","0001082","0282410","0000038","-98","1193","1812","-097"
"6","0085032","0002603","0282446","0000028","-87","1191","1741","-092"
"7","0086050","0002622","0282381","0000023","-110","1287","1885","-092"
"8","0035603","0001101","0282437","0000049","-88","1156","1751","-097"
"9","0054731","0001659","0282395","0000044","-103","1233","1846","-095"
"10","0085644","0003186","0282440","0000061","-88","1219","1754","-090"
"11","0034732","0000897","0282436","0000023","-88","1151","1749","-097"
"12","0034649","0001322","0282446","0000023","-84","1151","1731","-096"
"13","0034146","0001076","0282438","0000027","-87","1154","1746","-097"
"14","0054736","0001722","0282396","0000026","-102","1234","1842","-095"
"15","0024197","0001091","0282413","0000022","-95","1190","1801","-097"
"16","0035610","0001104","0282435","0000051","-87","1159","1750","-097"
"17","0034268","0001106","0282437","0000048","-86","1157","1746","-097"
"&#8211;","","","","","","","",""
"YJ01","","","","","","","",""
"Spot","176Yb/177Hf","176Lu/177Hf","176Hf/177Hf","2s","εHf(t)","TDM1(Ma)","TDM2(Ma)","fLu/Hf"
"1","0001808","0000835","0282128","0000024","-199","1578","2441","-097"
"2","0001967","0000827","0282119","0000019","-202","1590","2461","-098"
"3","0002210","0000731","0282121","0000044","-201","1583","2456","-098"
"4","0001890","0000901","0282123","0000028","-200","1588","2452","-097"
"5","0001532","0000679","0282109","0000022","-205","1598","2483","-098"
"6","0004109","0000724","0282143","0000036","-193","1553","2407","-098"
"7","0003520","0000557","0282112","0000022","-204","1589","2475","-098"
"8","0004399","0000725","0282136","0000022","-196","1562","2422","-098"
"9","0004735","0000648","0282149","0000030","-191","1542","2393","-098"
"10","0006154","0000481","0282140","0000034","-194","1547","2412","-099"
"11","0003495","0000717","0282142","0000037","-194","1554","2409","-098"
"12","0002997","0000810","0282130","0000059","-198","1574","2436","-098"
"13","0006720","0000494","0282149","0000037","-191","1536","2393","-099"
"14","0003042","0000726","0282138","0000025","-195","1560","2419","-098"
"15","0005032","0000731","0282170","0000032","-184","1516","2348","-098"
