"Granodioriteporphyry","03799","0706739","0706286","00889","0512352","−44","187939","156656","392837","Yangetal(2016c)"
"Granodioriteporphyry","03214","0706728","0706344","00988","0512347","−46PT","187943","156648","392525","Yangetal(2016c)"
"","","","","","","","","","",""
"","","","","","","","","","",""
"Granodioriteporphyry","02553","0706803","0706498","00945","0512365I","−42","188811","156747","393318","Yangetal(2016c)"
"Granodioriteporphyry","04667","0706811","0706254","00862","0512343","−46","186746","156567","391140","Yangetal(2016c)"
"","","","","","R","","","","",""
