"87SR/86Sr","87SR/86Sr (i)",""
"0.708447","0.705084",""
"0.708468","0.706128",""
"0.708096","0.704896",""
"0.709224","0.706159",""
"0.708168","0.705241",""
"0.708964","0.705876",""
"can be best explained by a southward subduction model during the late
the axis of Eastern Pontides magmatic arc","• heat ﬂow values increasing from the eastern Black Sea basin towards
Eastern Pontides magmatic arc, and
the existence of south-dipping large-scale reverse fault systems in the
entire southern margin of the Black Sea Basin,
•","the existence of a south-dipping reverse fault extending along the
•"
