"BFQ-4","Basalt","27.2","606","0.708726","0.708247","7.61","34.1","0.512386","0.511936","-4.9"
"BFQ-6","Basalt","74","673","0.708929","0.707756","7.39","32.3","0.512383","0.511922","-5.0"
"BFQ-8","Basalt","41.2","650","0.709105","0.708429","8.47","38.9","0.512342","0.511903","-5.8"
"BFQ-10","Basalt","33.4","603","∕","/","5.86","24.1","0.512307","/","/"
"BFQ-11","Basalt","40.9","1080","0.706891","0.706487","10.3","53.9","0.512442","0.512057","-3.8"
"BC-1","Basalt","76.6","887","0.706963","0.706042","4.93","26.9","0.512421","0.512052","-4.2"
"BC-4","Basalt","44","810","0.707253","0.706673","22.6","153","0.512434","0.512136","-4.0"
