"","ParameterSharing","","","Non-ParameterSharing"
"","LBF","RWARE","LBF","RWARE"
"Hiddendimension","128","64","128","64"
"Learningrate","00005","00005","00005","00005"
"Rewardstandardisation","True","True","True","True"
"Networktype","GRU","FC","GRU","FC"
"Evaluationepsilon","001","001","001","001"
"Targetupdate","001(soft)","001(soft)","001(soft)","001(soft)"
"n-step","10","5","5","5"
