"","","ParameterSharing","","Non-ParameterSharing"
"","LBF","RWARE","LBF","RWARE"
"Optimizer","Adam","Adam","Adam","Adam"
"Maximumgradientnorm","10","10","10","10"
"Discountfactor","099","099","099","099"
"Entropycoefficient","0001","0001","0001","0001"
"Batchsize","10","10","10","10"
"Replaybuffersize","10","10","10","10"
"Parallelworkers","10","10","10","10"
