"lherzolite","","","","","","","","","TL20anhydrouslherzolite","","",""
"TL161a","TL163f","TL161d","TL163e","TL164a","TL162a","TL163a","TL163c","TL201b","TL203e","TL203d","TL201a","TL201c"
"opx","","cpx","","","sp","","","ol","","opx","cpx",""
"5586","5630","5250","5372","5253","–","–","–","4124","4116","5603","5138","5101"
"003","003","009","013","018","003","003","005","–","–","013","078","081"
"419","379","414","451","557","4996","5073","4983","–","–","306","624","637"
"612","633","227","226","214","1088","1058","1024","983","1018","618","217","236"
"012","006","011","004","008","–","–","–","014","016","027","011","005"
"3345","3408","1634","1648","1591","1970","1989","1995","4857","4834","3336","1533","1524"
"091","077","2235","2277","2201","–","–","–","006","005","064","2285","2246"
"003","004","077","086","103","–","–","–","–","–","000","071","071"
"004","004","000","000","002","–","–","–","–","–","000","000","001"
"053","049","097","099","118","1838","1768","1863","–","–","021","123","107"
"–","–","–","–","–","–","–","–","034","030","–","–","–"
"10130","10194","9954","10175","10065","9895","9891","9868","10018","10019","9988","10081","10009"
"","TL8hydrousolivine–orthopyroxenite","","","","","","","","","TL54hydrousgabbronorite","",""
"TL82d","TL82d","TL82f","TL82e","TL81a","TL81b","TL82a*","TL82c","TL82g","TL541e","TL541a","TL541b","TL541d"
"ol","opx","","sp","","pl","","","","opx","amph","",""
"4030","5499","5534","–","–","4434","4511","4497","4468","5818","4396","4307","4354"
"–","043","043","026","026","–","–","–","–","001","117","135","122"
"–","438","453","6199","6055","3446","3517","3559","3567","258","1558","1556","1538"
"1262","789","773","1117","1171","–","–","–","–","546","314","308","324"
"017","011","007","–","–","–","–","–","–","016","007","005","005"
"4740","3216","3225","2038","2034","–","–","–","–","3448","1832","1747","1779"
"007","059","067","–","–","1919","1952","1897","1935","060","1226","1219","1241"
"–","000","000","–","–","090","085","074","073","001","272","250","270"
"–","004","002","–","–","005","000","005","003","002","086","100","092"
"–","022","017","515","607","–","–","–","–","011","037","038","029"
"038","–","–","039","036","–","–","–","–","–","008","011","005"
"10094","10081","10121","9933","9930","9893","10065","10031","10045","10161","9852","9676","9759"
