"","Concentrations","","Observed","","","Atomic Ratios","","","","Ages  (Ma)",""
"","(1)","","(2)","","","(3)","","","","(4)",""
"Fraction/","","","","","Error","Error","","Error","","",""
"number of","Weight","U  (ppm)  Pb  (ppm)","206Pb/","207Pb/","(To)","(%) 
'06Pb/","207Pb/","(%)","2""Pb/","'07Pb/","'07Pb/"
"","","","","235u","","238U","206Pb","","238U","235U","206pb"
"grains","(mg)","","2""Pb","","","","","","","",""
"VAO4E/3","0.039 
92","9","184","0.639223","2.69","0.080905 
2.52","0.057302","0.87","501","501","503"
"VAO4C/3","0.029 
119","14","125","0.651021","2.92","0.082104 
2.33","0.057508","1.65","508","509","511"
"VA043/1","0.055 
112","10","328","0.627122","1.65","0.079221 
1.47","0.057412","0.71","491","494","507"
