"","Acoustic(wav)","Glottal(wav)","",""
"","","","Video","HR/SaO2"
"Type","Non-","Non-","",""
"","Emo","Emo","",""
"","","","(mp4)","(xlsx)"
"","emo","emo","",""
"Qty","24381912","24091895","",""
"","","","4313h","3315"
"Total","4350","4304","",""
