"","ACM","","DBLP",""
"","macro-F1","rank","macro-F1","rank"
"meta-path","8975","1725","9172","167"
"Allrelations","9118","245","9038","240"
"Random","9160","38","9351","4"
"HGNAS","9152","64","9314","25"
"GHGNAS","9170","20","9352","3"
"Random(avg)","9134","662","9309","314"
"HGNAS(avg)","9127","2564","9241","1012"
"GHGNAS(avg)","9158","486","9323","204"
