"Sample","Rock type","Mineral","Plateau age","","Normal isochron","","","","",""
"","","","Age ± 2σ (Ma)","MSWD","Age ± 2σ (Ma)","40Ar/36Ar(i) ± 2σ","MSWD","39Ar(K) %","(n)","K/Ca ± 2σ"
"KML3","Calc-alkaline lamprophyre","Hornblende","216.01 ± 10.64","242.75","200.02 ± 19.60","309.22 ± 18.15","100.10","100.01","17","0.127 ± 0.01"
