"SierradeValleFertilplutonicsuite","","","","","","","","","","",""
"Gabbrosanddiorites","","","","","","Graniticrocks","","","","",""
"SVF500","SVF501","SVF605","SVF502","SVF584","SVF571","SVF508","SVF532","SVF521","SVF540","SVF564","SVF603"
"SVF","SVF","SVF","SVF","SVF","SVF","SVF","SVF","SVF","SVF","SVF","SVF"
"4032","4176","4266","4552","4850","4910","6435","6473","6476","6717","7215","7607"
"006","143","004","048","022","117","074","059","068","047","006","004"
"1653","1826","2484","1750","1832","2042","1582","1489","1484","1472","1381","1316"
"232","546","087","230","057","192","227","204","136","166","027","002"
"793","1045","434","951","717","723","425","351","419","245","094","073"
"015","024","009","021","016","018","011","011","012","012","012","011"
"1992","739","1045","1273","1090","477","219","168","184","124","017","009"
"886","1285","1355","990","1196","803","528","446","472","378","085","080"
"033","080","064","074","068","306","273","289","276","330","345","390"
"003","004","008","047","011","040","171","265","257","314","496","480"
"002","002","008","004","002","004","016","023","016","013","006","002"
"316","043","155","020","049","065","040","081","057","023","039","031"
"012","005","021","027","015","025","015","013","007","030","025","010"
"9975","9918","9940","9987","9925","9722","10016","9872","9864","9871","9748","10015"
"7802","4617","7846","6623","7168","4871","3829","3591","3773","3592","2039","1766"
"03","02","02","02","02","02","10","21","12","23","61","02"
"05","02","01","118","21","85","590","970","990","1240","2450","1480"
"99","168","171","144","157","256","174","157","160","137","37","40"
"20","20","20","70","40","96","400","572","480","500","230","216"
"09","12","06","32","19","306","325","338","339","289","144","195"
"2","4","2","8","4","54","60","71","70","58","34","40"
"1","4","1","5","3","17","22","27","29","25","15","14"
"018","118","012","131","067","195","358","540","531","536","318","252"
"012","043","010","041","027","128","118","112","113","104","040","076"
"01","03","01","03","02","04","04","08","09","09","06","08"
"02","10","01","09","06","10","13","26","26","38","36","54"
"00","02","00","01","01","02","02","04","04","06","05","07"
"01","01","01","01","01","01","04","09","05","11","14","04"
"01","01","02","03","01","37","26","117","103","113","83","19"
"2","14","2","10","3","5","13","31","36","43","37","38"
"2","2","2","2","2","6","8","8","14","13","21","2"
"20","26","16","33","26","132","208","193","221","165","72","52"
"02","02","02","05","02","34","61","47","46","39","21","2"
"8","52","5","21","37","32","16","17","21","14","5","5"
"5","14","6","8","9","22","11","11","13","11","14","11"
"112","43","50","65","46","31","18","12","13","8","1","1"
"173","51","273","31","294","35","96","68","46","47","51","51"
