"","calcite","","dolomite",""
"Sample No.","6I3C PDB","FIBO SMOW","FI3C PDB","6180 SMOW"
"","(%O)","(%O)","(%D)","(S/DO)"
"SeCaOlA","-5.2","7.6","-5.0","7.5"
"SeCa04A","-5.2","7.5","-5.3","6.9"
"SeCa04B","-5.1","6.8","-5.1","6.5"
"SeCa04D","-5.1","6.6","-5.1","6.6"
"SeCa05A","","","-4.6","7.8"
"SeCa05B","","","-4.5","7.7"
"SeCaO5C","","","-4.7","7.4"
"SeCa05D","","","-4.3","7.7"
