"Parameter","","","","Filtering","","Re-training"
"","","PoisoningRate","","","",""
"ε","Nmin","","TPR","FPR","ASR","ACC"
"","30","","966%","102%","133%","801%"
"","","1%","","","",""
"","100","","801%","04%","438%","818%"
"03","","","","","",""
"","30","","988%","98%","199%","778%"
"","","5%","","","",""
"","100","","978%","04%","598%","781%"
